CASRN,SMILES,logLD50_mmolkg,verytoxic,toxic,EPA_category,GHS_category
53894-28-3,NCCNCc1ccccc1O,1.347507995141947,,0.0,3.0,5.0
62-31-7,NCCc1ccc(O)c(O)c1,1.271009254988842,,0.0,3.0,5.0
61361-60-2,O=[N+]([O-])c1ccc(O)c(CNCCO)c1,-0.965027776567649,,1.0,1.0,2.0
56538-00-2,O=[N+]([O-])c1ccc(O)c(CNCCCl)c1,-0.9650153331837606,,1.0,1.0,2.0
72239-31-7,Brc1ccc(CNC2=NCCS2)cc1,,,1.0,2.0,3.0
72239-33-9,FC(F)(F)c1cccc(CNC2=NCCS2)c1,-0.7164774679404112,,1.0,1.0,2.0
55458-76-9,O=C(NCCc1ccc(O)cc1)c1cccnc1,1.5451049458004138,,0.0,4.0,5.0
51-71-8,NNCCc1ccccc1,0.188048564509144,,1.0,2.0,3.0
54941-79-6,Clc1ccc(CN2CCN=C2c2ccccc2)cc1,,,1.0,2.0,4.0
131206-85-4,O=NNC1=NCCN1Cc1ccc(Cl)nc1,,,0.0,3.0,5.0
17471-82-8,NC(N)=NCc1ccc2c(c1)OCCO2,,,0.0,3.0,5.0
100981-43-9,NC(N)=Nc1nc(CSCC/N=C/NS(=O)(=O)c2ccc(Br)cc2)cs1,,,0.0,4.0,5.0
3576-64-5,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,,,0.0,4.0,5.0
59128-97-1,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1,0.8794755729162335,,0.0,3.0,5.0
24166-13-0,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,0.7073246251605685,,1.0,3.0,4.0
94776-91-7,O=[N+]([O-])C=C1SCCN1Cc1ccccc1,0.6265436300080496,,1.0,3.0,4.0
111988-49-9,N#CN=C1SCCN1Cc1ccc(Cl)nc1,0.052188062642846623,,1.0,2.0,3.0
100199-60-8,OCc1ccc(OCCn2ccnc2)cc1,1.347670077681598,,0.0,3.0,5.0
96719-71-0,Fc1ccccc1C1c2cc3c(cc2CCN1c1ccccc1)OCO3,,,1.0,3.0,4.0
96719-43-6,c1ccc(C2c3ccccc3CCN2c2ccccc2)cc1,,,1.0,3.0,4.0
96719-45-8,Fc1ccccc1C1c2ccccc2CCN1c1cccc(C(F)(F)F)c1,,,1.0,3.0,4.0
96892-56-7,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,,,1.0,3.0,4.0
7633-57-0,O=NN1CCc2ccccc21,0.3344043529630831,,1.0,2.0,4.0
97174-79-3,O=C1c2ccccc2C(=O)N1CCc1ccccn1,0.5326276794358036,,1.0,3.0,4.0
138117-50-7,O=C(CCn1cnc2c(=O)nc[nH]c21)Nc1ccc(C(=O)O)cc1,,,0.0,3.0,5.0
180793-94-6,Ic1ccc(Nc2nnc(CCN3c4ccccc4Sc4ccccc43)s2)cc1,0.7683627225873845,,0.0,3.0,5.0
92-43-3,O=C1CCN(c2ccccc2)N1,0.09100056651349768,,1.0,2.0,3.0
2121-12-2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,-0.4710895149144576,,1.0,2.0,3.0
622-08-2,OCCOCc1ccccc1,0.8931522835393493,,1.0,3.0,4.0
103-74-2,OCCc1ccccn1,1.4941053119646102,,0.0,3.0,5.0
104-62-1,O=COCCc1ccccc1,1.3312524472696792,,0.0,3.0,5.0
103-53-7,O=C(C=Cc1ccccc1)OCCc1ccccc1,1.2971172271659774,,0.0,4.0,5.0
124428-11-1,c1ccc(-c2ccc(CCOc3ncnc4ccccc34)cc2)cc1,0.5469490208329009,,1.0,3.0,4.0
94-47-3,O=C(OCCc1ccccc1)c1ccccc1,1.3444202809809793,,0.0,4.0,5.0
37795-69-0,O=c1c2ccccc2nc2n1OCC2,0.32200978444651257,,1.0,2.0,4.0
940-41-0,Cl[Si](Cl)(Cl)CCc1ccccc1,1.0722905589950276,,0.0,3.0,5.0
35250-53-4,SCCc1cnccn1,0.05187500020037904,,1.0,2.0,3.0
59375-68-7,NC(=O)ON=C1CSCCS1,-0.5678968886519503,,1.0,2.0,3.0
4871-71-0,FC(F)=C(F)CCSc1ncccn1,0.5408066489503034,,1.0,3.0,4.0
103-63-9,BrCCc1ccccc1,0.6416989093746663,,1.0,3.0,4.0
113136-77-9,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,-0.11985045386501054,,1.0,2.0,3.0
98519-08-5,c1ccc2oc(C3(Cn4ccnc4)OCCO3)cc2c1,,,1.0,3.0,4.0
98519-18-7,Clc1ccc2oc(C3(Cn4ccnc4)OCCO3)cc2c1,,,1.0,3.0,4.0
60207-31-0,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,0.011219603492863698,,1.0,2.0,4.0
98532-65-1,c1ccc2oc(C3(Cn4cncn4)OCCO3)cc2c1,,,1.0,3.0,4.0
1070-78-6,ClCCC(Cl)(Cl)Cl,0.4304182979779093,,1.0,2.0,4.0
2043-57-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0.9117099562069133,,0.0,3.0,5.0
19201-32-2,NCCNc1ccc(N)cc1,0.0991644712587538,,1.0,2.0,3.0
116970-50-4,NCCNS(=O)(=O)c1cccc2cnccc12,,,1.0,3.0,4.0
141-43-5,NCCO,1.4496009784274213,,1.0,3.0,4.0
33545-23-2,NCCOC(=O)c1ccccc1,1.7492780802944463,,0.0,4.0,5.0
10042-77-0,NCCOS(N)(=O)=O,1.7261023445766057,,0.0,4.0,5.0
151-56-4,C1CN1,-0.45807352913311544,,1.0,1.0,2.0
26957-73-3,OCCN1CNC(=S)NC1,,,0.0,3.0,5.0
5782-83-2,S=C1NCCNC(=S)S1,0.12904284861085052,,1.0,2.0,3.0
96-45-7,S=C1NCCN1,0.7271071158632797,,1.0,3.0,4.0
73218-79-8,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,-0.8095827488194532,,1.0,1.0,2.0
61-57-4,O=C1NCCN1c1ncc([N+](=O)[O-])s1,0.6234108780023266,,1.0,3.0,4.0
80-02-4,Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1,,,0.0,3.0,5.0
2871-01-4,Nc1ccc(NCCO)c([N+](=O)[O-])c1,,,1.0,3.0,4.0
6961-46-2,O=C(C=Cc1ccccc1)NCCO,,,0.0,3.0,5.0
24207-38-3,O=C(NCCO)c1ccccc1O,1.375331833692487,,0.0,3.0,5.0
1320-51-0,NC(=O)NCCO,,,0.0,3.0,5.0
65141-46-0,O=C(NCCO[N+](=O)[O-])c1cccnc1,0.7617132147155281,,1.0,3.0,4.0
96-53-7,S=C1NCCS1,0.4007939945694682,,1.0,2.0,4.0
3566-10-7,SC(S)=NCCN=C(S)S,0.2694630307078823,,1.0,2.0,4.0
557-30-2,O=NCCN=O,0.1307386904652195,,1.0,2.0,3.0
54941-80-9,O=C(c1ccc(Cl)cc1)N1CCN=C1c1ccccc1,,,1.0,2.0,4.0
80026-34-2,O=C(c1cccnc1)N1CCN=C1Nc1c(Cl)cccc1Cl,-0.6222062491291442,,1.0,2.0,3.0
33813-20-6,S=C1SSC2=NCCN12,0.33355345533341296,,1.0,2.0,4.0
54941-66-1,OC1(c2ccc(-c3ccccc3)cc2)c2ccccc2C2=NCCN21,,,1.0,2.0,4.0
26859-72-3,OC1(c2ccc(F)cc2)c2ccccc2C2=NCCN21,-0.12757610855512308,,1.0,2.0,3.0
22232-71-9,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,-0.8945510069595237,,1.0,1.0,2.0
27097-43-4,OC1(c2cccc(Cl)c2)c2ccccc2C2=NCCN21,-0.15342763633165496,,1.0,2.0,3.0
23915-26-6,OC1(c2ccc(Cl)c(Cl)c2)c2ccccc2C2=NCCN21,0.043724068026929165,,1.0,2.0,4.0
27097-44-5,OC1(c2ccccc2)c2c(Cl)cccc2C2=NCCN21,,,1.0,2.0,4.0
54941-67-2,OC1(c2cccs2)c2ccccc2C2=NCCN21,,,1.0,2.0,4.0
22036-77-7,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,,,0.0,3.0,5.0
39884-52-1,O=NN1CCOC1,1.1670952933212857,,1.0,3.0,4.0
84210-62-8,O=C(O)c1ccccc1C(=O)N1CCSC1,,,0.0,4.0,5.0
73870-33-4,O=NN1CCSC1,1.2175604535961657,,1.0,3.0,4.0
53720-84-6,Clc1ccc(N2CCN(c3ccc(Cl)cc3)C2C(Cl)(Cl)Cl)cc1,,,0.0,4.0,5.0
59277-89-3,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,,,0.0,4.0,5.0
20208-21-3,OCCn1c(C=Cc2nc3ccccc3[nH]2)nc2ccccc21,,,0.0,3.0,5.0
40762-15-0,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0.8640122661911182,,0.0,3.0,5.0
3891-07-4,O=C1c2ccccc2C(=O)N1CCO,,,0.0,3.0,5.0
34929-08-3,O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO,0.36404984070410856,,1.0,3.0,4.0
155601-30-2,Nc1cnn(CCO)c1N,,,0.0,3.0,5.0
107-21-1,OCCO,1.879230106475853,,0.0,3.0,5.0
122-99-6,OCCOc1ccccc1,0.9971111684707212,,1.0,3.0,4.0
93-20-9,OCCOc1ccc2ccccc2c1,,,0.0,3.0,5.0
3833-54-3,O=S(=O)(Nc1ncc(OCCO)cn1)c1ccccc1,1.4327971272415163,,0.0,4.0,5.0
120-67-2,OCCOc1ccc(Cl)cc1Cl,0.8331312927933824,,1.0,3.0,4.0
2122-77-2,OCCOc1cc(Cl)c(Cl)cc1Cl,0.7931723256510376,,1.0,3.0,4.0
371-62-0,OCCF,-1.1076101504433657,,1.0,1.0,2.0
60-24-2,OCCS,0.49453865162800764,,1.0,2.0,3.0
80303-93-1,OCCSSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.9019972019936642,,0.0,3.0,5.0
1562-00-1,O=S(=O)(O)CCO,,,0.0,4.0,5.0
107-07-3,OCCCl,-0.14244340971302585,,1.0,2.0,3.0
624-76-0,OCCI,-0.5364700597016505,,1.0,1.0,2.0
75-21-8,C1CO1,0.2133570073135841,,1.0,2.0,3.0
646-06-0,C1COCO1,1.6074261435918589,,0.0,3.0,5.0
629-15-2,O=COCCOC=O,1.1067711800655111,,1.0,3.0,4.0
104-66-5,c1ccc(OCCOc2ccccc2)cc1,,,0.0,4.0,5.0
28173-59-3,Nc1c(OCCOC(=O)Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,,,0.0,3.0,5.0
9004-86-8,O=C(OCCOC(=O)c1ccccc1)c1ccccc1,1.2957209194962305,,0.0,4.0,5.0
2514-53-6,O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.297554691884539,,0.0,4.0,5.0
96-49-1,O=C1OCCO1,2.0552114553845517,,0.0,4.0,5.0
339-65-1,FCCOC(Cl)C(Cl)(Cl)Cl,-1.1062532425572031,,1.0,1.0,2.0
58041-19-3,c1ccc(C2=C(c3ccccc3)SCCO2)cc1,1.0716826829340542,,0.0,3.0,5.0
19767-45-4,O=S(=O)(O)CCS,1.4944803196213305,,0.0,3.0,5.0
420-12-2,C1CS1,0.4713938066603234,,1.0,2.0,3.0
629-17-4,N#CSCCSC#N,-0.4600675320548648,,1.0,1.0,2.0
62303-19-9,O=C(N=NC1SCCS1)c1ccccc1,-0.5150600891705535,,1.0,2.0,3.0
762-70-9,O=S(=O)(F)CCCl,-0.4670750835152064,,1.0,1.0,2.0
1622-32-8,O=S(=O)(Cl)CCCl,0.16795703283210883,,1.0,2.0,3.0
107-06-2,ClCCCl,0.8306151160797621,,1.0,3.0,4.0
126-15-8,O=CC12CC=CCC1C1CC=CCC1O2,0.9910446258239991,,0.0,3.0,5.0
85-40-5,O=C1NC(=O)C2CC=CCC12,,,0.0,4.0,5.0
2425-06-1,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,0.8550324592892159,,0.0,3.0,5.0
133-06-2,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,1.4762622018274822,,0.0,4.0,5.0
85-43-8,O=C1OC(=O)C2CC=CCC12,1.5509281628054765,,0.0,4.0,5.0
2971-38-2,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,0.2472200418664434,,1.0,3.0,4.0
97519-39-6,Nc1nc(C(=CCC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,,,0.0,4.0,5.0
3276-41-3,O=NN1CC=CCO1,0.8969416402404071,,1.0,3.0,4.0
110-64-5,OCC=CCO,1.151904528226391,,1.0,3.0,4.0
77-79-2,O=S1(=O)CC=CC1,1.3335694892337373,,0.0,3.0,5.0
544-25-2,C1=CC=CCC=C1,-0.20857806563819165,,1.0,2.0,3.0
542-92-7,C1=CCC=C1,0.23285727365163103,,1.0,2.0,3.0
542-78-9,O=CCC=O,0.9430047403358901,,1.0,3.0,4.0
3385-61-3,OC1CC2CC1C1CC=CC21,1.3284193296290094,,0.0,3.0,5.0
77-73-6,C1=CC2C3C=CC(C3)C2C1,0.4416362157981095,,1.0,2.0,4.0
122-78-1,O=CCc1ccccc1,1.1106043084429853,,1.0,3.0,4.0
28382-15-2,O=C1CC=C(O)N=N1,1.5415054869626856,,0.0,3.0,5.0
105112-76-3,Nc1cccc(OC2(Oc3cccc(N)c3)C=CC(c3ccccc3)=CC2)c1,0.7325151448380166,,0.0,3.0,5.0
63979-76-0,NC(N)=NCC=Cc1ccccc1,0.41534398975489994,,1.0,2.0,4.0
4080-31-3,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,0.36510375218003194,,1.0,2.0,4.0
104-54-1,OCC=Cc1ccccc1,1.1735657744563042,,0.0,3.0,5.0
29560-84-7,OCC=CCl,0.04234107799476817,,1.0,2.0,3.0
104-65-4,O=COCC=Cc1ccccc1,1.2523792795070132,,0.0,3.0,5.0
122-69-0,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,1.2011126925542859,,0.0,3.0,5.0
5320-75-2,O=C(OCC=Cc1ccccc1)c1ccccc1,1.2249614643040225,,0.0,3.0,5.0
87-29-6,Nc1ccccc1C(=O)OCC=Cc1ccccc1,,,0.0,4.0,5.0
149-29-1,O=C1C=C2C(=CCOC2O)O1,-0.743973271452723,,1.0,1.0,2.0
107-20-0,O=CCCl,-0.5331307557591396,,1.0,1.0,2.0
178671-69-7,N#CCC(=O)OCC(COC(=O)CC#N)(COC(=O)CC#N)COC(=O)CC#N,,,0.0,3.0,5.0
628-87-5,N#CCNCC#N,0.8730549988129169,,1.0,3.0,4.0
110-65-6,OCC#CCO,0.08208063148092236,,1.0,2.0,3.0
3159-29-3,O=C(Nc1cccc(Cl)c1)OCC#CCOC(=O)Nc1cccc(Cl)c1,0.7139221880145168,,0.0,3.0,5.0
101-27-9,O=C(Nc1cccc(Cl)c1)OCC#CCCl,0.31001588008182596,,1.0,3.0,4.0
59443-94-6,N#CCC(=O)c1ccc(N)cc1,1.1500871099243486,,0.0,3.0,5.0
40018-25-5,N#CCC(=O)c1ccccc1Cl,,,0.0,3.0,5.0
107-91-5,N#CCC(N)=O,1.5804676059288172,,0.0,3.0,5.0
372-09-8,N#CCC(=O)O,1.0745857840391022,,1.0,3.0,4.0
107-16-4,N#CCO,-0.8531808865429931,,1.0,1.0,2.0
777-11-7,Clc1cc(Cl)c(OCC#CI)cc1Cl,,,0.0,4.0,5.0
63278-33-1,N#CCON=C(C#N)c1ccccc1,1.0897548795465948,,0.0,3.0,5.0
281-23-2,C1C2CC3CC1CC(C2)C3,,,0.0,4.0,5.0
768-94-5,NC12CC3CC(CC(C3)C1)C2,0.7745385120948203,,1.0,3.0,4.0
102938-79-4,BrC12CC3CC(CC(C3)C1)C2,1.59537940750389,,0.0,4.0,5.0
7585-39-9,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,1.219166962061056,,0.0,4.0,5.0
32986-56-4,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,,,0.0,4.0,5.0
2451-62-9,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,-0.12777296972097624,,1.0,2.0,3.0
77658-97-0,O=c1n(CC2CO2)c(=O)n(CC2CO2)n1CC1CO1,-0.03222699400125366,,1.0,2.0,3.0
5026-74-4,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,0.5727975648623067,,1.0,3.0,4.0
7237-83-4,O=C(OCC1CO1)c1ccc(C(=O)OCC2CO2)c(C(=O)OCC2CO2)c1,,,0.0,3.0,5.0
2589-01-7,C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1,0.7521625814457982,,1.0,3.0,4.0
13674-87-8,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.6327881792283601,,1.0,3.0,4.0
3188-57-6,OC1CC2CC1C1CC3OC3C21,1.274861059572103,,0.0,3.0,5.0
1263-89-4,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,1.5455330927453237,,0.0,4.0,5.0
24676-80-0,O=C(OC1CC2NC(C1)C1OC21)C(CO)c1ccccc1,1.0186119748892977,,0.0,3.0,5.0
37248-47-8,OCC1=CC(NC2CC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,,,0.0,4.0,5.0
63919-02-8,c1cc(OCC2CO2)ccc1CC1CO1,1.3180822864081883,,0.0,3.0,5.0
203515-86-0,Nc1cc(C(=O)NCC(O)CO)cc(C(=O)NCC(O)CO)c1,,,0.0,4.0,5.0
81737-62-4,OC(CNCC(O)C1COc2ccccc2O1)C1COc2ccccc2O1,1.08006621202371,,0.0,3.0,5.0
85095-79-0,OC(CCl)CNc1ccccc1NCC(O)CCl,0.4870874308970891,,1.0,3.0,4.0
9050-67-3,OCC1OC(OCC2OC(OC3C(O)C(O)OC(CO)C3O)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,,,1.0,3.0,4.0
56552-15-9,C1OCC(COCC2COCO2)O1,1.432439442565507,,0.0,4.0,5.0
2238-07-5,C(OCC1CO1)C1CO1,0.5387917000940518,,1.0,2.0,4.0
101-90-6,c1cc(OCC2CO2)cc(OCC2CO2)c1,1.0631108949377543,,0.0,3.0,5.0
7195-43-9,O=C(OCC1CO1)c1cccc(C(=O)OCC2CO2)c1,0.5555492192060822,,1.0,3.0,4.0
7195-45-1,O=C(OCC1CO1)c1ccccc1C(=O)OCC1CO1,0.6507185706378373,,1.0,3.0,4.0
14974-71-1,C1OC1CSCC1CO1,-0.6598300691281439,,1.0,1.0,2.0
14168-01-5,ClC1=C(Cl)C2(Cl)C3CC(Cl)CC3C1(Cl)C2(Cl)Cl,1.1246354761090487,,0.0,4.0,5.0
90035-08-8,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,-3.3365021605457676,,1.0,1.0,1.0
56073-07-5,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,-2.6817593427917417,,1.0,1.0,1.0
56073-10-0,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,-3.51473530877763,,1.0,1.0,1.0
104653-34-1,O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,-2.991623929531393,,1.0,1.0,1.0
83480-29-9,OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,1.8740667827802904,,0.0,4.0,5.0
130796-74-6,OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,,,1.0,3.0,4.0
70-00-8,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,,,0.0,3.0,5.0
131-99-7,O=c1[nH]cnc2c1ncn2C1CC(COP(=O)(O)O)C(O)C1O,1.6647477608597214,,0.0,4.0,5.0
9000-30-0,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,1.139345341362202,,0.0,4.0,5.0
3148-72-9,O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,,,0.0,3.0,5.0
77054-16-1,O=C(Cc1ccccc1)C1C(=O)CC(c2ccccc2)CC1=O,,,0.0,3.0,5.0
63883-19-2,O=C(Cc1ccc2c(c1)OCc1ccccc1C2=O)OCC(O)CO,-0.5567429211918251,,1.0,2.0,3.0
2338-18-3,NC1Cc2ccccc2C1,0.38873293848877416,,1.0,2.0,4.0
303-31-1,O=C1CC(N2C(=O)c3ccccc3C2=O)CC(=O)N1,,,0.0,4.0,5.0
1703-58-8,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,0.8660157374818135,,1.0,3.0,4.0
1134-47-0,NCC(CC(=O)O)c1ccc(Cl)cc1,-0.16836335231841368,,1.0,2.0,3.0
53858-86-9,O=C(CO)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,,,1.0,3.0,4.0
30618-84-9,O=C(CS)OC(CO)CO,0.014902653657952694,,1.0,2.0,3.0
60634-63-1,NC(=O)OC(CCl)Cc1ccccc1,0.36046472547512504,,1.0,2.0,4.0
116255-48-2,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,-0.060546985479020966,,1.0,2.0,4.0
5566-34-7,ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,0.086417126582122,,1.0,2.0,4.0
1890-47-7,FC1(F)CC(C2CC3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl)C1(F)F,0.11005789896400674,,1.0,3.0,4.0
98519-38-1,OCC1COC(Cn2cncn2)(c2cc3ccccc3o2)O1,,,1.0,3.0,4.0
98532-72-0,c1ccc(OCC2COC(Cn3cncn3)(c3cc4ccccc4o3)O2)cc1,,,1.0,3.0,4.0
4618-18-2,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,1.7247127513257612,,0.0,4.0,5.0
57-50-1,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,1.9383533564579072,,0.0,4.0,5.0
1715-40-8,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,1.5016894462103993,,0.0,4.0,5.0
616-30-8,NCC(O)CO,1.9154952167537724,,0.0,4.0,5.0
36476-78-5,O=C(O)C1CNC1,,,0.0,4.0,5.0
19130-96-2,OCC1NCC(O)C(O)C1O,,,0.0,4.0,5.0
98383-40-5,OCC1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)ncnc32)C(O)C1O,-0.43068009913245514,,1.0,2.0,3.0
54622-43-4,O=P(O)(O)CN(CC(O)CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.9649427670227242,,0.0,3.0,5.0
13551-92-3,O=[N+]([O-])c1nccn1CC(O)CO,1.43332017928239,,0.0,4.0,5.0
134528-32-8,O=C1NC(=O)N([C@@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)C[C@@H]1C=CBr,,,0.0,3.0,5.0
112281-77-3,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,0.44254180894491907,,1.0,3.0,4.0
5455-98-1,O=C1c2ccccc2C(=O)N1CC1CO1,1.3641805661991486,,0.0,3.0,5.0
61213-25-0,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,1.0679740490905456,,0.0,3.0,5.0
2157-19-9,OCC1C(CO)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,,,0.0,4.0,5.0
149-32-6,OCC(O)C(O)CO,2.0304845000291403,,0.0,4.0,5.0
87-99-0,OCC(O)C(O)C(O)CO,1.9669585736461306,,0.0,4.0,5.0
554-18-7,O=S(=O)(c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1)c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1,0.6098016996714376,,0.0,3.0,5.0
7089-59-0,OCC(O)C1OC(c2ccco2)OC(CO)C1O,,,0.0,3.0,5.0
1708-39-0,OCC1COC(c2ccccc2)O1,1.2425485369989397,,0.0,3.0,5.0
3820-67-5,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0.7902426128115685,,0.0,3.0,5.0
23779-99-9,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,0.11944283036899402,,1.0,3.0,4.0
624-43-1,O=[N+]([O-])OCC(O)CO,0.3931907538339592,,1.0,2.0,4.0
621-65-8,O=[N+]([O-])OCC(CO)O[N+](=O)[O-],0.8929235743086111,,1.0,3.0,4.0
556-52-5,OCC1CO1,0.7535541792700968,,1.0,2.0,4.0
51371-34-7,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,0.053164000362987136,,1.0,3.0,4.0
96-24-2,OCC(O)CCl,-0.6285461122749384,,1.0,1.0,2.0
3369-52-6,ClC1=C(Cl)C2(Cl)C3COCC3C1(Cl)C2(Cl)Cl,,,0.0,4.0,5.0
25451-15-4,NC(=O)OCC(COC(N)=O)c1ccccc1,,,0.0,4.0,5.0
622-04-8,OC(COc1ccccc1)COc1ccccc1,0.7734623127224753,,1.0,3.0,4.0
886-74-8,NC(=O)OCC(O)COc1ccc(Cl)cc1,0.4812349523121833,,1.0,3.0,4.0
122-60-1,c1ccc(OCC2CO2)cc1,1.2213365842458859,,0.0,3.0,5.0
5255-75-4,O=[N+]([O-])c1ccc(OCC2CO2)cc1,,,0.0,4.0,5.0
13443-29-3,O=C(OCC1CO1)c1ccccc1,0.8983430966481898,,1.0,3.0,4.0
127-90-2,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0.9827170982207228,,0.0,3.0,5.0
55-63-0,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-0.33499914896583716,,1.0,2.0,3.0
6659-62-7,O=[N+]([O-])OCC1CO1,0.5869335942784768,,1.0,2.0,4.0
652-67-5,OC1COC2C(O)COC12,2.2181420885788095,,0.0,4.0,5.0
16051-77-7,O=[N+]([O-])OC1COC2C(O)COC12,1.02184674788136,,0.0,3.0,5.0
87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0.5001583995333464,,1.0,3.0,4.0
23261-20-3,OC(C1CO1)C(O)C1CO1,-1.0186470108304835,,1.0,1.0,2.0
53460-81-4,O=[N+]([O-])c1ccccc1C1OCC(CCl)O1,-0.5738459292070768,,1.0,2.0,3.0
15121-11-6,O=S1OCC(CCl)O1,,,1.0,1.0,2.0
106-89-8,ClCC1CO1,-0.15334573712429383,,1.0,2.0,3.0
56-89-3,NC(CSSCC(N)C(=O)O)C(=O)O,,,0.0,4.0,5.0
3221-15-6,ClCC1CS1,-0.4337418398240028,,1.0,1.0,2.0
3001-57-8,O=S1(=O)CC(Cl)C(Cl)C1,0.40644049336041527,,1.0,2.0,4.0
